Stock Name,Field,EPS_2009,EPS_2010,EPS_2011,EPS_2012,EPS_2013,EPS_2014,EPS_2015,EPS_2016,EPS_2017,EPS_2018,EPS_2019,EPS_2020,BV_2009,BV_2010,BV_2011,BV_2012,BV_2013,BV_2014,BV_2015,BV_2016,BV_2017,BV_2018,BV_2019,BV_2020,PE_2009,PE_2010,PE_2011,PE_2012,PE_2013,PE_2014,PE_2015,PE_2016,PE_2017,PE_2018,PE_2019,PE_2020,ROA_2009,ROA_2010,ROA_2011,ROA_2012,ROA_2013,ROA_2014,ROA_2015,ROA_2016,ROA_2017,ROA_2018,ROA_2019,ROA_2020,ROE_2009,ROE_2010,ROE_2011,ROE_2012,ROE_2013,ROE_2014,ROE_2015,ROE_2016,ROE_2017,ROE_2018,ROE_2019,ROE_2020,ROS_2009,ROS_2010,ROS_2011,ROS_2012,ROS_2013,ROS_2014,ROS_2015,ROS_2016,ROS_2017,ROS_2018,ROS_2019,ROS_2020,GOS_2009,GOS_2010,GOS_2011,GOS_2012,GOS_2013,GOS_2014,GOS_2015,GOS_2016,GOS_2017,GOS_2018,GOS_2019,GOS_2020,DAR_2009,DAR_2010,DAR_2011,DAR_2012,DAR_2013,DAR_2014,DAR_2015,DAR_2016,DAR_2017,DAR_2018,DAR_2019,DAR_2020,EPS_,BV_,PE_,ROA_,ROE_,ROS_,GOS_,DAR_,EPS_2008,BV_2008,PE_2008,ROA_2008,ROE_2008,ROS_2008,GOS_2008,DAR_2008,EPS_2007,BV_2007,PE_2007,ROA_2007,ROE_2007,ROS_2007,GOS_2007,DAR_2007,EPS_2006,BV_2006,PE_2006,ROA_2006,ROE_2006,ROS_2006,GOS_2006,DAR_2006
GMD,Transport,6.8,3.32,0.06,0.95,1.7,4.6,3.27,2.01,1.96,6.21,1.6,1.15,52.03,39.73,38.97,40.14,39.19,42,46.94,32.7,24.61,21.99,22.12,21.88,11.47,10,298.33,19.05,19.76,6.28,12.97,13.43,20.48,4.21,14.56,28.35,7.16,3.16,0.09,1.52,2.52,6.49,4.47,3.85,4.5,18.51,5.11,3.77,13.07,5.21,0.15,2.36,4.29,10.88,7.17,6.64,7.16,28.3,7.87,5.62,18.21,9.63,0.26,4.02,7.61,17.62,11.22,10.42,12.75,68.24,19.56,14.24,14.42,18.25,16.34,17.66,17.62,20.75,26.4,27.21,25.83,35.76,38.32,36.44,41,36.66,34.57,32.11,35.48,36.2,37.61,42.02,37.17,34.61,35.11,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSP,Transport,,,1.37,1.42,1.54,1.06,1.72,,1.65,2.01,1.37,1.55,,,11.65,12.03,12.47,12.22,14.91,12.56,12.92,13.45,12.56,12.83,,,,5,7.79,11.7,8.84,,8.48,6.72,8.18,7.29,,,6.59,8.26,6.61,5.22,8.13,9.42,10.28,9.3,5.81,6.84,,,11.75,11.79,12.39,8.66,12.12,12.32,13.56,15.91,11.59,12.99,,,5.95,6.18,5.36,3.39,5.1,4.07,4.07,4.14,3.77,3.88,,,12.38,11.76,11.13,10.33,12.26,7.44,7.23,7.32,7.81,7.07,,,37.95,23.37,38.1,29.29,32.93,23.57,24.22,41.57,49.9,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAH,Transport,,,,3.62,4.22,5.9,6.9,5.48,4.05,3.06,2.35,2.73,,,,12.47,13.75,18.73,22.43,24.77,24.23,24.98,25.72,27.38,,,,,,,6.26,7.08,4.94,4.41,5.04,6.56,,,,17.18,19.74,17.85,18.13,13.84,11.25,8.16,6.64,6.6,,,,23.96,25.86,30.29,32.09,23.29,17.61,11.09,9.67,10.35,,,,36.32,36.9,30.55,31.81,27.44,18.93,12.82,10.95,11.61,,,,46.05,44.63,36.97,41.94,34.2,26.17,20.8,19.77,20.09,,,,28.28,23.66,41.08,43.5,40.55,36.12,26.41,31.35,36.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTV,Transport,2.5,1.73,2.32,4.13,2.91,2.71,2.4,1.54,1.49,2.1,2.23,2.01,19.84,22.02,22.84,25.41,25.93,27.16,23.95,24.23,24.48,25.22,25.63,25.81,8.76,8.79,2.72,3.1,5.33,6.31,6.08,10.39,10.74,7.14,6.05,6.82,10.81,6.77,9.03,13.39,8,7.58,9.77,6.38,5.59,7.03,6.84,6.29,11.81,7.55,10.04,15.51,10.72,9.53,11.01,7.13,6.58,8.34,8.7,7.79,24.3,14.59,19.25,24.96,13.72,12.78,16.8,12.2,11.65,12.55,10.74,9.34,21.51,16.68,8.21,16.1,17.63,19.01,24.43,21.08,20.5,20.13,17.12,15.96,8.46,10.27,10.05,13.67,25.34,20.38,11.27,10.5,15.02,15.71,21.38,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVN,Transport,,,,,,,0.21,1.68,1.93,1.75,1.65,-7.7,14.33,13.71,11.28,11.06,11.31,11.57,10.84,13.23,14.2,13.17,13.12,4.28,,,,,,,,,22.38,18.86,20.45,-3.68,0.81,1.26,0.03,-0.1,0.06,0.23,0.34,2.13,2.68,2.83,3.07,-17.47,3.71,6.06,0.22,-0.65,0.42,1.57,2.52,12.65,13.6,12.51,12.61,-179.95,0.88,1.17,0.03,-0.1,0.06,0.24,0.62,2.93,2.86,2.41,2.39,-26.95,12.82,13.87,9.23,8.3,10.46,10.82,13.36,15.47,12.87,12.67,11.17,-18.35,77.09,77.94,83.45,84.32,84.63,84.85,86.38,83.16,80.31,77.34,75.66,90.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILB,Transport,,,,,,,,,2.68,,2.1,2.1,,,,,,,,,17.59,16.97,17.49,18.07,,,,,,,,,,,8,12.86,,,,,,,,,5.47,5.1,4,4.43,,,,,,,,,17.94,15.57,14.04,14.39,,,,,,,,,15.5,15.07,14.39,13.98,,,,,,,,,36.61,35.18,36.36,34.66,,,,,,,,,69.54,67.23,71.51,69.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHC,Transport,-2.7,-3.23,0.01,0.24,1.15,5.2,4.53,1.84,0.38,1.01,0.23,-0.03,9.92,7.07,7.16,7.15,8.29,14.61,16.25,14.81,15.04,13.56,12.51,12.54,-3.63,-2.48,230,11.67,3.48,3.08,3.38,3.43,17.89,4.98,13.04,-268.33,-7.73,-16.95,0.04,1.67,6.78,27.52,24.29,11.58,1.95,4.62,1.2,-0.13,-24.15,-45.7,0.11,4.04,13.82,35.66,25.52,12.3,2.54,6.93,1.75,-0.23,-18.72,-33.53,0.09,3.27,24.34,101.34,165.28,82.91,17.74,64.39,27.05,-5.14,-30.01,-8.7,17.89,11.53,22.97,24.67,9.9,12.74,9.47,3.79,3.88,1.79,67.99,61.99,57.75,55.33,46.4,22.82,4.83,5.87,23.32,33.38,31.25,40.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT,Transport,11.07,15.14,16.22,18.34,25.82,19.2,11.64,0.01,9.68,8.81,8.05,,17.24,25.1,23.62,27.79,29.94,18.33,16.71,16.68,16.78,16.6,19.65,,,,,,,,12.46,8900,11.76,8.13,9.01,,56.05,55.2,57.97,54.71,71.68,51.17,60.23,55.23,53.6,47.68,37.83,,64.2,60.32,68.67,65.99,86.26,59.9,71.53,61.91,62.13,55.49,43.05,,56.26,55.6,44.79,41.25,43.08,40.35,39.16,39.24,37.92,34.95,31.65,,67.31,65.65,55.37,53.53,59.38,56.41,56.7,56.9,54.59,50.01,48.12,,12.69,8.49,15.57,17.09,16.9,14.59,15.79,10.79,13.73,14.07,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDN,Transport,6.01,4.62,4.09,5.41,5.45,3.86,3.87,4.82,5.52,7.88,6.46,7.54,32.7,26.76,28.07,30.76,34.01,25.35,27.13,30.24,33.78,38,30.33,35.02,,9.16,7.19,3.96,6.02,9.09,9.77,12.12,16.54,8.76,10.68,10.21,14.02,11.51,12.15,13.25,12.04,9.64,7.92,9.01,9.05,13.13,14.61,15.69,18.38,14.65,14.58,17.58,16.03,15.22,15.22,17.67,18.34,23.68,24.31,24.58,38.77,34.96,28.11,26.34,22.14,17.63,15.81,15.64,14.78,16.67,18.42,20.09,53.06,50.52,46.27,44.14,38.84,36.98,33.48,31.81,29.45,29.91,31.09,31.25,23.73,21.41,16.68,24.59,24.89,36.61,47.97,49,50.65,44.54,39.91,36.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJT,Transport,0.94,1.33,1.5,1.83,1.16,1.42,1.44,2.63,2.14,2.05,1.89,1.53,11.6,12.07,11.84,12.96,12.21,11.78,11.94,13.65,13.74,14.2,14.47,14.66,12.55,6.69,3.6,4.32,6.81,5.77,6.94,4.9,6.73,5.85,6.03,7.45,5.66,7.5,9.25,10.94,4.8,5.35,6.45,11.42,8,9.3,6.07,5.4,8.14,11.05,12.63,14.13,9.53,12.01,14.41,21.57,16,16.67,15.09,11.94,2.35,3.53,3.29,4.23,3.17,4.12,4.98,7.18,5.99,5.8,4.94,4.44,6.94,8.51,9.22,8.76,7.81,9.74,12.38,13.08,12.95,12.76,11.4,12.26,30.5,32.13,26.71,22.57,49.64,55.48,55.23,47.05,49.97,44.19,59.78,54.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVT,Transport,0.06,0.34,0.11,0.47,1.03,1.33,1.32,1.32,1.44,2.18,2.32,,9.75,10.07,9.78,11.13,12.12,12.24,16.91,15.4,16.56,18.26,20.22,,255,30,28.18,8.72,11.36,10.53,7.73,8.79,13.09,7.2,7.24,,0.14,0.97,0.31,1.38,2.51,3.65,3.81,4.58,4.89,6.39,6.27,,0.61,3.2,1.11,4.22,8.49,10.9,8.51,9.59,9.66,12.69,12.12,,0.45,2.12,0.61,2.45,4.82,6.48,6.39,6.17,7.32,8.67,8.89,,7.73,10.35,9.47,10.34,11.28,10.42,13.49,11.32,13.76,14.4,15.35,,66.55,59.94,62.68,58.23,62.06,57.51,55.21,52.22,49.35,49.62,48.25,,,,,,,,,,0.96,10.39,17.4,1.18,9.24,6.23,18.36,73,,,,,,,,,,,,,,,,
SCS,Transport,,,,,0.5,1.77,2.82,5.15,6.52,7.72,9.31,8.51,,,,,,10.43,12.69,14.41,15.99,14.29,17.45,17.53,,,,,,,,,18.71,18.65,12.89,15.04,,,,,,9.76,14.67,25.36,34.81,45.35,46.79,42.44,,,,,,18.44,22.2,31.88,37.67,50.87,50.01,45.72,,,,-60.16,9.73,33.52,39.65,49.45,58.55,61.55,67.14,67.03,,,,43.41,57.97,66.14,69.7,72.39,76.98,78.24,79.54,77.63,,,,,,47.04,33.94,20.46,7.6,10.84,6.43,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFI,Transport,6.71,3.76,3.61,4.57,3.45,5.05,3.86,5.04,,4.39,3.13,5.76,19.72,23.05,25.16,26.39,28.32,24.54,27.74,30.07,28.15,32.51,30.96,31.98,5.14,5.43,3.32,3.72,9.54,5.23,8.26,5.91,,6.1,7.49,5.54,10.27,7.84,6.73,7.71,5.81,8.85,8.43,10.1,7.84,7.34,8.26,11.7,20.51,16.31,14.34,16.5,12.19,18.86,13.48,15.86,10.45,12.76,10.01,17.02,26.95,17.05,14.21,11.44,6.56,7.91,7.2,9.67,5.48,5.98,5.26,6.83,39.61,29.83,35.22,44.23,28.82,32.63,34.23,30.09,17.99,23.33,16.15,14.28,46.66,48.71,50.18,50.26,49.24,49.76,37.45,36.32,24.95,42.46,17.43,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGN,Transport,,,,,,,5.84,8.72,8.6,10.77,10.09,2.63,,,,,,10,14.86,17.6,20.6,28.98,28.84,26.36,,,,,,,13.36,16.28,18.74,11.61,8.82,26.81,,,,,,16.75,26.5,32.25,29.84,27.31,27.61,8.43,,,,,,53.93,41.51,49.48,42.15,37.85,35.74,9.96,,,,,,16.03,14.47,19.87,18.84,20.62,21.83,12.06,,,,,,27.56,30.94,31.86,34.72,36.05,37.22,22.97,,,,,,68.94,36.16,34.82,29.21,27.85,22.74,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKG,Transport,,,,3.87,3.19,5.16,7.27,6.21,3.6,2.26,1.6,0.36,,,,11.78,14.96,17.21,21.05,20.54,16.77,14.99,14.4,13.76,,,,,,8.53,12.1,11.95,8.79,7.74,8,33.89,,,,27.44,20.8,29.06,33.18,29.79,20.94,14.75,10.87,2.57,,,,28.46,21.29,30,33.95,30.25,21.48,15.09,11.09,2.61,,,,40.8,33.89,46.14,57.38,59.86,43.05,29.42,22.36,7.46,,,,50.5,41.87,56.39,66.72,68.05,57.79,41.27,33.57,21.81,,,,3.55,2.28,3.12,2.26,1.53,2.54,2.23,1.92,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STG,Transport,4.09,4.1,2.88,2.97,2.88,3.36,1.55,0.02,4.54,1.37,1.1,1.08,12.22,14.18,15.07,15.39,16.26,18.34,13.02,14.45,17.76,19,17.31,16.73,,6.22,5.56,5.86,6.53,10.42,11.29,1245,4.56,13.72,14.5,14.07,16.6,20.25,14.78,14.65,12.83,10.96,3.66,3.77,15.7,5.72,4.74,4.56,25.76,28.92,19.09,19.3,17.72,18.33,13.72,7,25.59,8.28,6.34,6.49,5.61,5.29,3.88,4.08,3.64,3.22,2.43,6.87,26.69,7.63,5.87,5.25,21.23,16.83,18.64,18.52,18.23,13.09,15.53,19.82,19.27,19.1,20.85,21.33,35.55,29.98,22.57,24.09,27.59,39.08,73.31,46.07,38.65,30.84,25.25,29.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCL,Transport,5.08,5.14,4.89,3.27,4.07,4.67,3.86,4.03,4.13,3.91,2.73,2.68,17.61,17.86,19.75,18.54,22.16,24.54,25.46,27.97,30.59,32.7,25.73,21.13,8.13,6.05,3.39,4.62,6.14,6.87,7.95,7.17,6.63,6.39,7.51,10.56,19.29,15.71,10.14,8.48,10.71,12.09,10.63,11.3,11.36,10.21,9.38,10.48,28.83,28.8,22.14,17.63,18.36,21.05,16.92,16.1,15.08,14.53,12.87,15.6,16.56,12.23,9.99,6.92,11.88,12.81,12.04,11.49,11.6,11.21,10.5,9.13,23.83,20.81,20.11,14.77,19.1,21.08,21.36,17.69,18.6,17.1,16.24,16.25,30.62,38.69,48.63,49.38,37.03,38.2,37.19,29.82,24.67,29.75,27.12,32.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCO,Transport,1.51,1.2,0.98,1.52,1.92,1.74,1.69,1.42,0.98,0.85,0.95,1.04,11.59,11.76,11.73,12.31,12.74,13.07,12.09,11.83,11.32,11.14,10.45,10.7,10.73,11.25,10.2,7.57,5.94,7.47,7.04,7.54,13.27,13.53,12.26,10.67,7.32,6.58,5.42,7.83,9.93,9.97,10.32,11.2,7.59,6.49,7.58,8.05,11.69,10.11,8.1,12.02,14.77,12.13,11.98,12.49,8.32,7.05,8.29,8.86,13.8,9.59,9.15,12.5,13.03,12.29,15.66,17.56,11.02,9.27,10.07,10.42,33.52,37.66,33.56,29.52,25.05,23.61,26.51,25.88,24.16,23.04,22.12,21.28,37.14,34.64,30.21,32.02,29.96,17.35,13.89,10.35,8.82,7.93,8.59,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCT,Transport,8.27,9.57,14.94,16.72,14.88,4.35,4.27,5.12,5.64,5.43,5.25,0.03,25.4,30.88,40.93,52.67,59.48,16.62,16.77,19.05,19.01,23.83,27.06,23.52,7.76,6.08,2.95,5.08,11.36,17.1,11.83,10.78,11.35,10.77,8.29,1013.33,29.37,27.87,32.78,30.13,23.66,25.23,25.56,27.29,29.58,22.11,18.24,0.13,32.56,31,36.5,31.75,25.02,26.15,26.92,28.38,30.8,22.78,19.41,0.14,64.87,65.8,75.68,69.1,47.46,44.64,32.74,50.28,47.89,40.4,37.89,0.97,88.06,96.1,96.5,97.52,80.47,71.24,53.53,80.84,82.9,63.46,50.92,-19.57,9.8,10.09,10.17,5.08,5.43,3.51,5.04,3.83,3.96,2.95,6.01,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMS,Transport,4.81,2.94,2.84,3.14,4.21,5.98,6.25,5.35,5.3,4.3,3.96,4.47,33.77,24.79,25.71,24.92,27.4,32.32,36.53,34.49,41.13,34.21,35.48,33.13,6.86,10.14,9.51,7.71,6.72,8.36,15.92,9.89,8.49,6.21,6.88,8.08,8.16,8.09,7.85,8.91,11.6,13.65,10.94,8.58,7.1,6.86,6.48,7.99,10.98,11.88,10.83,11.71,15.35,18.51,17.89,15.97,13.67,13.37,11.02,13.35,22.01,20.24,18.1,21.79,24.37,31.22,31.79,27.97,9.12,9.35,9.17,9.17,21.68,19.18,22.76,21.39,20.09,21.08,24.87,25.03,11.7,10.06,11.66,8.98,25.7,31.77,27.4,23.79,24.32,26.28,38.86,46.25,48.06,48.65,41.18,40.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP,Transport,0.88,1.29,0.9,0.92,2.35,3.44,0.83,1.22,1.15,1.24,0.3,0.79,13.61,14.25,14.3,14.61,16.65,16.15,16.39,16.24,16.15,16.38,15.85,16.12,29.66,8.22,4.67,6.74,4.6,3.78,11.45,6.48,7.09,5.46,16.53,10.37,2.31,3.56,2.52,2.78,7.76,12.21,3.51,4.88,4.94,5.27,2.53,4,6.33,9.03,6.31,6.22,13.98,21.27,5.08,7.49,7.1,7.25,3.35,5.8,4.25,5.43,3.15,5.43,17.73,31.75,9.23,13.2,10.77,10.45,5.86,12.39,15.62,17.4,18.73,17.14,22.87,21.68,24.95,20.05,25.31,25.69,20.21,15.73,63.13,60.2,59.63,54.97,44.06,42.23,30.93,34.89,30.37,27.35,24.48,31.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJC,Transport,,,,,,,11.62,9.59,11.36,9.85,7.11,0.13,,,,,,,14.81,15.78,23.47,25.92,27.52,27.66,,,,,,,,,12.92,12.18,20.56,961.54,,,,,,,9.72,12.44,16.03,13.65,7.79,0.15,,,,,,,54.5,52.72,47.89,38,25.54,0.46,,,,,,,5.9,9.08,11.99,9.96,7.52,0.38,,,,,,,10.63,14.19,15.48,13.98,11.11,-7.75,,,,,,,82.17,76.4,66.54,64.08,69.5,66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNL,Transport,2.9,2.63,2.99,2.91,2.95,5.58,3.7,2.59,2.77,2.71,2.05,2.53,14.55,14.06,,14.85,17.2,19.37,21.11,21.18,22.36,23.44,23.5,24.55,8.07,6.08,3.75,4.23,5.15,4.75,8.05,9.65,7.08,5.76,6.59,6.76,17.21,15.33,16.07,14.36,12.12,16.29,10.81,6.97,7.31,6.88,5.51,5.76,19.95,18.69,-2.6943E+12,19.62,17.13,28.79,19.28,12.23,12.37,11.55,8.89,10.5,10.52,6.68,6.66,5.94,4.55,7.51,4.9,3.29,3.02,2.59,2.09,1.93,8.28,5.72,5.86,5.39,4.76,4.37,4.63,4.37,3.36,3.63,3.19,3.27,13.74,17.96,,26.79,29.27,43.42,43.93,43.01,40.95,40.42,37.97,45.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNS,Transport,6.18,7,4.39,5.01,5.46,5.51,4.16,3.94,2.76,1.28,1.59,-3.06,35.6,27.33,28.53,31.21,26.52,22.93,21.15,22.94,24.19,24.47,24.98,21.87,7.18,4.33,4.83,5.03,9.43,8.11,7.31,8.43,5.6,13.91,6.73,-3.58,8.21,10.19,7.44,8.49,11.1,12.85,11.8,9.75,6.72,3.23,4.13,-10.06,15.09,21.89,15.54,16.15,19.4,24.14,22.87,19.93,11.52,5.29,6.4,-13.95,10.06,10.92,5.85,5.57,7.08,8.3,7.72,6.87,6.44,4.24,5.45,-20.58,17.5,16.01,14.05,16.79,16.98,16.68,15.16,14.29,16.39,19.99,21.34,-2.98,45.63,53,51.69,47.24,42.56,46.53,48.41,51.09,41.71,38.97,35.53,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOS,Transport,0.38,0.85,0.03,-0.25,-1.4,0.5,-2.13,-2.58,0.08,0.12,0.36,-1.34,10.39,11.2,10.29,10.04,8.72,9.22,7.21,4.49,4.56,4.67,5.05,3.63,,12.94,136.67,-9.2,-3.21,12.4,-1.27,-0.4,42,13.58,4.58,-1.72,1.13,2.44,0.08,-0.68,-3.63,1.39,-6.42,-8.52,0.28,0.47,1.64,-6.7,3.61,7.62,0.29,-2.47,-15.87,5.47,-29.53,-57.44,1.68,2.62,7.22,-36.83,2.71,4.39,0.14,-1.43,-8.78,3.47,-17.79,-28.71,0.67,1.02,3.32,-14.66,6.73,13.76,9.32,11.63,-1.66,6.53,3.67,-10.94,-7.59,3.11,-1.08,-2.64,68.61,67.95,72.46,72.07,76.89,74.33,78.25,85.17,83.48,82.05,77.32,81.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSC,Transport,12.99,15.1,10.03,9.63,8.39,7.18,6.28,4.97,4.26,5.4,3.83,3.91,35.84,44.93,26.91,31.51,30.66,30.64,34.56,33.27,34.11,38.8,37.55,39.38,6.24,4.17,2.62,3.49,6.32,6.96,12.26,11.27,10.09,7.51,7.11,14.09,23.95,22.14,22.29,21.68,21.23,16.59,12.56,10.48,9.57,12.07,9.78,9.75,35.96,33.25,29.71,30.19,27.22,23.44,19.51,16.58,13.88,15.45,11.3,11.04,33.89,32.76,29.65,29.33,30.37,27.84,30.1,23.22,18.21,17.73,13.05,14.19,39.36,36,35.57,34.37,38.29,34.98,39.93,36.58,31.3,29.27,24.37,26.6,33.39,33.4,24.97,28.18,21.99,18.68,35.65,36.79,31.04,21.88,13.5,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTO,Transport,0.57,1.09,0.83,0.62,0.57,0.66,0.7,1.04,1.2,1.24,1,0.66,13.08,12.91,13.04,13.01,13.17,13.13,13.61,13.91,14.2,14.33,14.52,13.78,22.81,8.17,5.18,7.42,11.05,12.73,9.71,7.67,7.29,6.09,7.4,13.17,1.04,2.71,2.31,1.9,2.01,2.49,2.8,4.19,4.85,5.31,5.03,3.92,4.37,8.06,6.34,4.74,4.27,5,5.05,7.83,8.33,8.55,8.56,6.36,2.94,6.15,3.96,3,2.87,3.44,4.11,7.43,7.5,6.12,6.55,6,23.62,29.74,26.32,12.67,9.37,10.93,14.49,19.73,17.33,15.29,15.21,16.49,76.08,66.38,63.54,59.87,52.98,50.26,44.55,46.51,41.73,37.91,41.32,38.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMG,Technology,1.94,0.57,-1.54,0.15,0.26,1.65,1.52,1.62,,1.92,1.39,,12.03,10.84,8.66,8.57,8.72,9.92,16.3,17.36,,18.91,22.52,,,34.74,-3.9,31.33,17.31,5.39,9.8,9.26,,12.5,25.83,,5.69,1.88,-6.6,0.6,1,6.19,4.9,5.09,,4.3,3.1,,16.14,5.28,-17.33,1.74,2.88,16.32,9.8,10.53,,11.7,6.4,,3.62,0.99,-3.63,0.4,0.59,3.34,2.91,2.81,,3.08,2.97,,12.3,11.15,9.44,13.48,15.05,17.02,14.28,13.5,,16.22,18.52,,64.44,64.15,61.56,62.89,62.27,58.74,50.02,51.67,,63.26,51.55,,,,,,,,,,2.56,10.58,,5.25,13.04,4.38,15.93,59.21,,,,,,,,,,,,,,,,
ELC,Technology,9.12,8.49,3.91,3.17,0.98,1.69,1.79,,0.88,0.18,0.59,0.63,15.82,18.8,20.19,18.42,17.34,17.97,17.39,16.87,15.58,15.57,16.17,16.75,,5.41,8.06,8.58,17.86,8.17,12.4,,15.57,42.67,10.14,14.75,13.08,14.8,10.05,12.36,3.72,5.89,6.42,8.16,4.24,0.88,2.11,2.12,46.46,30.91,19.37,17.23,5.54,9.4,10.12,12.05,5.65,1.18,3.63,3.73,12.76,22.61,23.74,24.22,8.57,19.39,10.12,7.28,7.99,2.26,3.41,3.96,26.25,36.57,43.06,37.52,20.87,38.08,31.34,21.37,25.1,22.74,13.69,16.87,71.84,52.1,48.12,28.23,32.88,35.72,36.62,32.26,24.9,24.97,41.73,43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPT,Technology,7.5,6.58,7.86,5.66,5.86,4.75,4.39,3.92,5.13,3.9,4.22,4.12,21.47,20.59,25.55,22.57,26.19,23.01,25.61,24.92,24.93,24.08,24.76,23.73,10.53,9.8,6.32,6.22,8.04,10.11,11,11.22,11.13,10.82,13.82,14.34,10.23,10.28,11.25,10.84,9.15,7.2,7.41,6.67,11.73,8.81,9.39,8.48,34.43,31.74,30.46,24.92,22.3,20.62,18.96,17.39,22.14,17.73,18.66,19.02,5.78,6.32,6.63,6.26,5.95,5,5.09,5.04,6.87,11.29,11.31,11.86,20.02,19.93,19.54,19.08,20.49,19.22,19.74,21.35,22.7,37.58,38.65,39.6,63.41,58.97,58.34,50.07,53.02,59.14,60.91,61.63,47.05,50.35,49.69,55.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICT,Technology,,,,,,,,,,2.89,2.79,2.11,,,,,,,,,,19.83,21.34,21.69,,,,,,,,,,,,12.75,,,,,,,,,,4.62,4.09,3.15,,,,,,,,,,14.57,13.07,9.75,,,,,,,,,,3.93,3.97,4.3,,,,,,,,,,7.52,9.66,9.59,,,,,,,,,,68.29,68.74,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITD,Technology,3.61,3.38,3.92,1.28,0.66,0.82,2.95,3.37,1.79,,,,14.56,16.41,19.1,16.95,15.49,15.66,18.69,16.92,17.67,,,,4.1,4.64,2.07,3.98,10.45,11.34,5.93,6.91,7.77,,,,8.23,6.42,5.93,2.55,1.83,2.25,7.75,11.44,6.73,,,,24.52,20.61,20.53,7.41,4.27,5.25,16.16,20.19,10.04,,,,5.62,6.26,6.31,2.5,1.81,2.34,7.38,7.09,8.37,,,,27.73,30.89,27.1,22.99,24.7,27.35,26.78,23.17,35.82,,,,50.45,49.19,50.24,44.77,45.68,47.44,52.07,43.32,32.98,,,,,,,,,,,,2.5,16.81,,7.64,22.84,5.37,29.29,46.95,,14.03,,2.82,10.56,2.4,26.19,60.16,,,,,,,,
ACB,Finance,3.325,3,3.529,0.838,0.889,1.042,1.145,1.477,2.148,4.671,4.337,4.129,12.93,12.133,12.754,13.463,13.335,13.221,13.637,14.264,16.26,16.853,16.761,16.399,,,,,,,,11.87,17.18,6.33,5.26,6.7,1.61,1.25,1.32,0.34,0.48,0.55,0.54,0.61,0.82,1.67,1.69,1.86,24.63,21.74,27.49,6.38,6.58,7.64,8.17,9.87,14.08,27.73,24.64,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGR,Finance,1.29,1.12,0.5,0.31,0.09,0.23,-0.88,,,,,,11.29,,10.76,10.67,10.5,10.68,9.69,,,,,,18.6,11.88,8.8,17.74,53.33,26.52,-3.86,,,,,,1.46,,1.75,1.11,0.52,1.75,-8.33,,,,,,11.43,,4.68,2.9,0.89,2.11,-9.09,,,,,,29.92,11.71,8.04,7.49,4.78,16.31,-110.62,,,,,,37.87,17.71,12.12,12.29,14.76,30.98,70.25,,,,,,87.25,,62.55,61.83,41.77,17.09,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33,,0.57,19.08,21.44,31.99,97.04
